id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,投影X,投影Y,类型代码,类型名称,省份,城市,区域,营业时间,评分
B0J2VH9ACP,优客家便利店(天祥苑店),黄桷坪街道滩子口72号天祥苑第1层门面9号,13271893562,106.526004,29.497808,106.5081229,29.49082843,438745.8024,3262533.48,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B00178VNDN,金源利·青国青城,锦龙路289号,[],106.526077,29.489929,106.5081985,29.48295176,438748.3974,3261660.681,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0017822YL,佳瑞园,直港大道17号附14号,[],106.525969,29.509313,106.5080842,29.50233008,438748.9785,3263807.919,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L3MCMJ2X,带我回家·猫舍犬舍宠物市场,黄桷坪街道锦龙路289号4幢附14号,13026180207,106.526106,29.490497,106.5082274,29.48351969,438751.5423,3261723.594,61211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.8
B0FFIR423K,地弹簧拉手批发,龙江支路商住楼1号附1号(滩子口地铁站2A口步行380米),18202381141,106.526094,29.497286,106.5082133,29.49030682,438754.2559,3262475.636,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0G1SS8Q95,富华不锈钢门窗,天祥苑(滩子口地铁站2A口步行370米),13983410148,106.526148,29.497675,106.5082674,29.49069586,438759.7295,3262518.714,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4
B0017933BA,天祥苑,滩子口龙江支路,023-68506174,106.526242,29.497707,106.5083616,29.4907281,438768.8886,3262522.237,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0KKSXFEZE,红蓝光健康之家,九龙民间文化美食街与高进路交叉口西220米,[],106.526289,29.492229,106.5084105,29.48525172,438770.3287,3261915.412,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B0FFKSA7TI,万和医药(九龙坡龙江路店),龙江路71号附6号(滩子口地铁站2A口步行250米),023-68439961,106.526254,29.498376,106.5083735,29.49139695,438770.4379,3262596.341,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFGCEXSD,鑫斛药庄(滩子口店),重庆市九龙坡区黄桷坪滩子口71号附5号(滩子口地铁站2A口步行250米),023-68085664;17784295342,106.526272,29.498375,106.5083915,29.491396,438772.1877,3262596.227,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0LGT7X9IN,艾康堂健康服务站,高进路与余堡路交叉口西180米,[],106.526325,29.492425,106.5084465,29.48544776,438773.9416,3261937.115,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B001786S64,健之佳健康药房(滩子口店),滩子口72号第1层门面1号2号,023-67510353;023-68437055,106.526298,29.497872,106.5084178,29.49089321,438774.4285,3262540.502,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0IGGZVE0K,艾希宠物医院,滩子口72号第一层门面附11号,023-65652455;17318209027,106.526357,29.497789,106.508477,29.49081039,438780.1184,3262531.294,90701,医疗保健服务;动物医疗场所;宠物诊所,重庆市,重庆市,九龙坡区,,4.1
B0LR1XUSAA,建设大厦B幢,建设大厦(直港大道),[],106.526317,29.50864,106.5084335,29.50165822,438782.4306,3263733.291,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178VR3V,桐君阁大药房(九龙坡区三十九店),直港大道26号附35号,023-86196813;13627690523,106.526331,29.508103,106.5084477,29.50112141,438783.4849,3263673.803,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFGNPFY7,九龙花园二小区,九龙村26号,[],106.52645,29.491544,106.5085722,29.48456734,438785.5943,3261839.495,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0I637YDP4,社区美沙酮维持治疗门诊,马王坪正街与汇美路交叉口东北20米,[],106.5266,29.469733,106.5087293,29.46276228,438787.7298,3259423.352,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,巴南区,,[]
B0H2C5TP7X,王正强诊所,滩子口正街56号附34号,13983431317,106.526454,29.498916,106.5085739,29.49193734,438790.1948,3262656.113,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B00178TXYG,九龙花园,九龙村26号,[],106.526522,29.491612,106.5086444,29.48463551,438792.6351,3261847.011,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LASS1GM0,锦哲医疗器械,九龙民间文化美食街与高进路交叉口西200米,[],106.526533,29.492378,106.5086552,29.48540134,438794.1423,3261931.861,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B0FFHCL3GF,果香源平价超市(天河名港店),滩子口49-70号天河名港,13350368417,106.526499,29.498893,106.5086191,29.49191447,438794.5576,3262653.555,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0LDUUFM9Q,好又多超市滩子口店,滩子口71号附3号(滩子口地铁站2A口步行280米),[],106.52652,29.4982,106.5086403,29.49122171,438796.2037,3262576.784,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1
B0FFGTPZW3,郑远元专业修脚房(直港大道店),直港大道17号附8号,17772999072,106.526499,29.508391,106.5086162,29.50140978,438799.9846,3263705.667,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,4.3
B001785J7W,天河名港,滩子口49-70号,[],106.52656,29.499087,106.5086802,29.49210858,438800.6001,3262675.031,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFGSU2OJ,成达电脑照相复印(滩子口店),滩子口71号附1号(滩子口地铁站2A口步行300米),[],106.526638,29.498066,106.5087588,29.49108807,438807.6017,3262561.914,060306|070000,购物服务;家电电子卖场;数码电子|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,4.1
B00170AEUU,天合家园,天宝路126-130号,[],106.526601,29.505817,106.5087193,29.49883679,438808.4316,3263420.517,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TTX3,星河世家,直港大道28号,[],106.526608,29.507307,106.5087258,29.50032638,438809.9636,3263585.566,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0KAKUOYC7,真善美药房(九龙花园店),永盛超市出入口旁,[],106.526726,29.49073,106.5088493,29.4837543,438811.9701,3261749.262,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0JKGZ318H,华润·半山悦景(北区),龙江支路与九凤支路交叉口东180米,[],106.526697,29.496363,106.5088185,29.48938569,438812.3664,3262373.254,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWYE,万顺楼,滩子口71号,[],106.52669,29.498511,106.5088108,29.49153309,438812.9125,3262611.196,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWN4,九龙花园一小区,九龙花园,[],106.526735,29.492913,106.5088576,29.48593673,438814.0917,3261991.078,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001797G2V,真善美药房(九龙坡区直港大道店),直港大道26号附38号,023-62809399;023-68198491;17623611986,106.526657,29.508,106.5087748,29.50101932,438815.1239,3263662.319,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFG9MQF6,龙建辉诊所,直港大道28号附35号,023-68453966;17784755324,106.526731,29.50673,106.5088494,29.49974988,438821.5936,3263521.622,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0FFJOLBCD,东原·九城时光,九滨路2号,[],106.526755,29.512206,106.5088718,29.50522436,438827.0554,3264128.2,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LBLLQ895,康姿百德(九龙民间文化美食街店),高进路与余堡路交叉口西120米,15086721642,106.526875,29.492075,106.5089983,29.48509934,438827.2279,3261898.218,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0FFFS37QA,振兴五金建材(天宝路店),直港大道28号附33号,13452159653,106.526789,29.506746,106.5089076,29.49976603,438827.2423,3263523.381,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.9
B0FFIBDNJQ,芙蓉兴盛便利超市(佳锦园店),天兴路6号附8号,15882949833,106.526874,29.505146,106.5089933,29.49816672,438834.5934,3263346.127,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B0L13R7J7H,珠江花园丽景阁,直港大道与天长路交叉口北100米,[],106.526968,29.509171,106.5090864,29.50219081,438846.0317,3263791.961,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00170I3JD,济生仙果药房,直港大道28号附11号,13629726609,106.526979,29.507341,106.509098,29.50036137,438846.0563,3263589.246,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFGT1LH4,鑫斛药庄(珠江花园店),直港大道23号,023-68433103;17830560916,106.526975,29.508399,106.5090936,29.50141905,438846.2715,3263706.444,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0J0JZDY7P,仓象仓(花园店),九龙美食街3号,[],106.527167,29.492224,106.5092912,29.48524908,438855.7089,3261914.656,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B0K35M81GA,中仁拾二堂筋骨养护(珠江花园店),直港大道28号附24号,18223084008,106.527116,29.506856,106.5092355,29.49987688,438859.1002,3263535.491,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B00170A3UR,佳锦园,天兴路6号,[],106.527186,29.504636,106.5093064,29.4976577,438864.6394,3263289.561,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L2PXSID6,珠江花园2期,直港大道与天长路交叉口东南60米,[],106.527175,29.507975,106.5092944,29.50099571,438865.4757,3263659.43,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHMVJ2K,杨家坪街道天宝路社区卫生服务站,直港大道30号附5号,023-68442569;023-68668631,106.527242,29.507302,106.5093618,29.50032309,438871.6061,3263584.866,90102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[]
B0G1PULI6C,康之堂大药房,美食街九龙三村30号附25号,18696650602,106.527411,29.491981,106.509536,29.4850068,438879.2983,3261887.682,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFFRZDB5,唐氏药房(直港大道店),直港大道31号附1-2号,023-68621249,106.527317,29.508351,106.5094367,29.50137198,438879.4971,3263701.048,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B001786S0W,和平药房(珠江花园店),杨家坪直港大道珠江花园1栋B3第1层39号,023-81836380,106.527367,29.508297,106.5094869,29.50131813,438884.3278,3263695.055,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0KRGUKAM0,德元升中医馆(九城时光店),直港大道9号,17384745995,106.527384,29.510888,106.5095031,29.50390843,438887.4592,3263982.059,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0LUBZFVEM,康远本草健康之家,星河名居西南2门旁(滩子口地铁站2A口步行410米),[],106.527471,29.497262,106.5095946,29.49028652,438888.1448,3262472.661,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,[]
B0JGJR3N1D,雪茄铺子(黄桷坪店),九龙民间文化美食街与高进路交叉口西80米,[],106.527504,29.491895,106.5096293,29.48492107,438888.2931,3261878.134,61210,购物服务;专卖店;烟酒专卖店,重庆市,重庆市,九龙坡区,,4.4
B001797JZF,和田口腔,直港大道42号附7号,023-68121618,106.527424,29.507042,106.5095444,29.50006365,438889.1538,3263556.023,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
B0LALUAUEY,谊品生鲜24小时折扣店,直港大道珠江花园1栋43号,13330320240,106.527422,29.508311,106.509542,29.50133228,438889.6834,3263696.593,60703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.6
B0LKRN5N2U,富盛阁,天长路与天宝路交叉口东北20米,[],106.527475,29.506925,106.5095956,29.49994682,438894.0459,3263543.051,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHJCV1U,珠江花园北区,直港大道199号,[],106.527623,29.508377,106.5097436,29.50139879,438909.2643,3263703.857,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0GUZLGV7H,重庆锦康综合门诊部,黄角坪街道锦龙路289号9幢1号,13637898009,106.52775,29.490182,106.5098766,29.48320918,438911.2391,3261688.322,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,3.7
B001702900,星河名居,滩子口97号(滩子口地铁站2A口步行420米),[],106.527736,29.497189,106.5098604,29.49021425,438913.8719,3262464.513,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFGK8HEC,蔡天权中医诊所,滩子口98号附3号,15922802258,106.527841,29.496901,106.5099658,29.48992661,438923.918,3262432.586,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,3.8
B001786THS,东方雅园,[],[],106.528144,29.466979,106.5102789,29.46001306,438936.3426,3259117.918,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0HKY5YQT7,美加净口腔,观江美郡西门旁,[],106.5281,29.492346,106.510227,29.48537353,438946.5081,3261927.955,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
B0FFG0BHQH,珠江花园南区,杨家坪直港大道,[],106.528026,29.50761,106.5101481,29.50063309,438948.0105,3263618.802,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001786L50,保利心语花园,龙江路8号,[],106.528168,29.494487,106.5102946,29.48751413,438954.3402,3262165.105,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178XJRP,LAWSON罗森(珠江花园三店),珠江花园199号,[],106.528102,29.508196,106.5102242,29.50121912,438955.7339,3263683.697,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B0G13R37LD,泉源堂(直港大道店),直港大道53号,023-68663303;15310315830,106.528135,29.508194,106.5102573,29.50121721,438958.9413,3263683.467,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0FFIS3MJE,康爱宠物诊所,滩子口98号附7号,13594000232;15998966770,106.528227,29.496525,106.5103531,29.48955174,438961.2383,3262390.846,90701,医疗保健服务;动物医疗场所;宠物诊所,重庆市,重庆市,九龙坡区,,4.5
B001786U8A,茗都华苑,滩子口55号,[],106.52824,29.497372,106.5103659,29.49039854,438962.9849,3262484.668,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFJGNA2Z,珠江花园,直港大道199号,[],106.528221,29.508648,106.5103434,29.50167131,438967.5617,3263733.738,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHMVJ30,双华便利店(珠江花园北区店),珠江医院南门旁,023-68403253;15310828883,106.52828,29.508153,106.5104027,29.50117661,438973.0161,3263678.892,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0FFFR54H9,重庆珠江医院,杨家坪直港大道63号、65号(近天宝路),023-68442569,106.528313,29.50816,106.5104358,29.50118369,438976.2286,3263679.66,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B0FFJHUIDS,柯基缘动物诊所,天宝路118号润安大厦F1层,18680806323,106.528349,29.506762,106.5104724,29.49978619,438978.9324,3263524.793,90701,医疗保健服务;动物医疗场所;宠物诊所,重庆市,重庆市,九龙坡区,,4
B0FFHD3DZC,观江美郡,高进路与余堡路交叉口东北80米,[],106.528443,29.492722,106.510571,29.48575034,438980.0766,3261969.526,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHH5IG2,太极集团滩子口家属楼,龙吟路晋愉九龙湾西侧,[],106.528411,29.501395,106.5105362,29.49442087,438981.9037,3262930.266,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFGKB54H,渝沙村,马王坪正街与红光大道交叉口东南100米,[],106.528657,29.467089,106.5107935,29.46012439,438986.3033,3259129.984,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFFTADS0,陈勇诊所,保利心语花园东北门北80米,15111917938,106.528546,29.496212,106.5106732,29.48923967,438992.0794,3262356.1,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0LKZXH0TQ,风江格阁,万象四路与九滨路交叉口西140米,[],106.528525,29.509075,106.5106482,29.50209899,438997.3621,3263780.966,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LUYDDLPU,重庆沐然优选商贸有限公司,杨家坪街道天宝路118号-1-c号,17815197971,106.52865,29.506764,106.5107743,29.49978898,439008.1995,3263524.944,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,[]
B0I2XU1NT1,条马批发部(保利心语店),龙江路95号附16号,[],106.52877,29.495417,106.5108981,29.48844548,439013.4085,3262267.984,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4
B0LD1K8WM0,保利韬园,龙江路与龙江支路交叉口东南380米,[],106.528869,29.495886,106.5109973,29.48891461,439023.302,3262319.913,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFG1LC82,永胜超市(九龙店),九龙花园东门旁,[],106.528911,29.491197,106.5110409,29.48422699,439024.7184,3261800.488,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6
B0L2POQY2W,珠江花园A期,万象四路与万金路交叉口南120米,[],106.528875,29.510125,106.510999,29.50314961,439031.9891,3263897.194,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178232M,晨曦花园西区,桥南村11幢附11号楼李家沱马王坪正街,[],106.529224,29.467701,106.511362,29.46073774,439041.8008,3259197.647,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0LKRC65S4,富怡阁,天长路与直港大道交叉口西120米,[],106.529,29.507,106.5111253,29.50002584,439042.3638,3263551.005,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00170I3JP,上江城,天兴路2号,[],106.529096,29.504753,106.5112223,29.49777974,439050.4192,3263302.078,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFHEDT3L,7点鲜生活超市(广夏城店),龙江路8号保利心语花园,[],106.529165,29.49511,106.5112944,29.4881396,439051.6432,3262233.884,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4
B0JK7MN346,领达二手电器仓储交易中心,红光大道与红李大道交叉口东北340米,17774995108,106.529359,29.462856,106.5114989,29.45589424,439052.1795,3258660.903,60702,购物服务;综合市场;旧货市场,重庆市,重庆市,巴南区,,4
B0L3XC1XJQ,星之福防火防盗木门窗工厂直营,杨家坪街道直港大道珠江花园38栋第1层附2号,19122920817;19332239625,106.529125,29.506925,106.5112507,29.49995119,439054.4745,3263542.668,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0L29ZRWAJ,金源康宠物,杨家坪街道直港大道95号,[],106.529261,29.50794,106.5113868,29.50096626,439068.2748,3263655.069,90701,医疗保健服务;动物医疗场所;宠物诊所,重庆市,重庆市,九龙坡区,,4.2
B00178VSRD,江趣阁,天兴路1号上江城,[],106.529328,29.505904,106.5114546,29.49893102,439073.631,3263429.522,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00179AXF4,晨曦花园,马王坪正街与红光大道交叉口东200米,[],106.529617,29.467512,106.5117563,29.46054982,439079.9182,3259176.619,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0JBPM7KF3,万和医药(九龙坡龙江路三店),广厦城6号附59号,023-68519253,106.529523,29.491124,106.5116547,29.48415562,439084.1891,3261792.258,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0G26ULYXP,一心堂(广厦城巢上二期店),广厦城一期西南门西南60米,023-68525002,106.529628,29.491181,106.51176,29.48421288,439094.4319,3261798.548,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B001786WK0,晋愉·九龙湾,铁路一村28号1,[],106.529585,29.501358,106.5117138,29.49438698,439096.0343,3262925.893,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LRUZCMR6,重庆丁甲视力,龙江路10号附2号,023-68406057,106.52963,29.494658,106.511761,29.48768894,439096.602,3262183.706,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0KUGHRG8N,零食很忙(重庆九龙坡广厦城店),广厦城6号4栋一层7.8号,4009998082,106.529671,29.491935,106.5118029,29.48496679,439099.0416,3261882.061,61200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B0KDRU8KPU,儿童青少年视力健康管理试点基地,龙江路10号2幢附1号,[],106.529753,29.494683,106.5118844,29.48771426,439108.5765,3262186.446,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0FFGKB5KF,桥南村,马王坪正街与红光大道交叉口东200米,[],106.529913,29.468293,106.5120529,29.46133141,439109.1514,3259263.066,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0J30U99TL,XDS喜德盛自行车(李家沱专卖店),李家沱街道桥南村8幢商7号,13228658318,106.529938,29.466999,106.5120784,29.46003778,439110.8486,3259119.715,61208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.3
B0FFFWHJ3Z,美利达自行车(重庆巴南店),马王坪正街70号附12号,15923319915,106.529964,29.466976,106.5121045,29.46001486,439113.3644,3259117.161,61208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.2
B0FFIP8USM,张宗科口腔,龙江路10号附35号渝隆观江(广厦城车站对面),15923557657,106.529815,29.494214,106.5119467,29.48724555,439114.3388,3262134.479,90202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[]
B00178VSMP,和平药房(上江城店),直港大道48号附7号,023-81836379,106.529778,29.505522,106.5119061,29.49855031,439117.1662,3263387.102,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B00178TWOI,晨曦花园东区,桥南村(李家沱大桥地铁站出入口步行410米),[],106.530053,29.46731,106.5121936,29.46034901,439122.2104,3259154.14,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B001786TW3,志豪大药房,九龙小学东南2门东南60米,[],106.529907,29.492456,106.5120395,29.48548827,439122.2862,3261939.718,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0LRTDA632,全发大药房(龙江路店),广厦城6号1幢附3号,[],106.529914,29.492376,106.5120465,29.4854083,439122.9214,3261930.855,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B00178VPRC,金江明珠,直港大道48号,[],106.529837,29.505954,106.5119652,29.49898234,439123.1481,3263434.942,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LADLA2S6,非凡生活超市(上江城店),杨家坪天兴路2号附32号,[],106.529872,29.504723,106.5120006,29.49775178,439125.8515,3263298.574,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.8
B0ID6R5WXY,嘉百邻超市(广厦城店),九龙小学东南2门东60米,[],106.52997,29.492519,106.5121027,29.48555141,439128.448,3261946.682,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4
B001786WAZ,广厦城江畔语林,广厦城5号,[],106.529953,29.497276,106.5120842,29.49030707,439129.4967,3262473.633,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LAA7OGHB,奕博中医理疗馆,龙江路与余堡路交叉口北280米,[],106.530048,29.49419,106.5121804,29.48722217,439136.9815,3262131.766,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,3.1
B0FFIAH57D,百果园(广厦城店),龙江路10号附15号,023-68435426,106.530049,29.494137,106.5121814,29.48716918,439137.0486,3262125.895,60704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,4.3
B0FFHEIEPE,玉宇.盛世江南,马王坪正街101号,[],106.530247,29.465549,106.5123888,29.45858893,439140.0805,3258959.017,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0K07L7MN2,鸿源建材·五金店,晨曦花园东区西南门东南70米,13032398867,106.530265,29.46689,106.5124064,29.45992966,439142.5918,3259107.564,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.6
B001786RZG,路点酒吧,直港大道48号附9号,18602338533,106.53004,29.505769,106.5121688,29.49879792,439142.7799,3263414.401,080304|061100,体育休闲服务;娱乐场所;酒吧|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,重庆市,重庆市,九龙坡区,,4.2
B0FFKJOST4,汪氏蜜蜂园,九龙小学东南2门东70米,15023041246,106.530139,29.492544,106.5122722,29.48557685,439144.8956,3261949.412,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,九龙坡区,,3.6
B0L6951XIQ,展筋通阳堂,黄桷坪街道广厦城7号1幢商铺1号,13368388971,106.530122,29.49566,106.5122542,29.48869196,439145.0117,3262294.585,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,3.9
B0FFJ4EPJR,心悦便利店(晋愉·九龙湾店),铁路一村28号附27号(滩子口地铁站1号口步行480米),19112825251,106.530126,29.501903,106.5122563,29.49493324,439148.9457,3262986.137,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0017948FD,月红生鲜连锁超市(九龙湾分店),晋愉·九龙湾东北门旁,15223220806,106.530131,29.502154,106.5122612,29.49518418,439149.5744,3263013.939,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0FFHKF1QB,宏亿电脑(广厦城一期2号院店),龙江路广厦城2号附13号,18523505495,106.530251,29.493242,106.5123843,29.48627495,439156.1825,3262026.705,060306|071200,购物服务;家电电子卖场;数码电子|生活服务;维修站点;维修站点,重庆市,重庆市,九龙坡区,,3.4
B0LDD57SBV,沃鑫礼品黄金烟酒回收,龙广路与龙江路交叉口东100米,18224351424,106.530273,29.491545,106.5124069,29.48457846,439157.3585,3261838.718,61200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,3.6
