Area_m2,Radius_m,Center_X,Center_Y,Elevation
134.14,6.53,438918.09,3259935.11,27
51.81,4.06,441565.26,3259934.55,27
52.97,4.11,441546.19,3259939.04,27
1205.4,19.59,441682.15,3259910.19,27
527.25,12.95,441833.59,3259947.63,27
162.53,7.19,441721.59,3259947.25,27
365.76,10.79,440925.97,3259968.6,27
21.02,2.59,441258.69,3259987.02,27
402.26,11.32,440948.68,3259990.62,27
160.15,7.14,440896.28,3260009.45,27
1786.3,23.85,441712.41,3259994.39,27
332.1,10.28,441717.72,3259995.85,27
767.38,15.63,439332.25,3260020.59,27
771.22,15.67,439223.49,3260036.17,27
318.9,10.08,441911.06,3260052.67,27
394.76,11.21,439589.78,3260061.29,27
478.03,12.34,440577.22,3260062.68,27
24.73,2.81,443509.57,3260057.29,27
379.26,10.99,441765.86,3260062.6,27
12.91,2.03,441149.45,3260073.41,27
102.38,5.71,441098.7,3260069.22,27
17.64,2.37,443412.4,3260062.88,27
16.32,2.28,443429.73,3260062.83,27
16.76,2.31,443446.67,3260062.78,27
53.55,4.13,443702.24,3260061.45,27
18.8,2.45,443530.56,3260065.23,27
615.37,14,439514.04,3260066.64,27
592.78,13.74,442095.77,3260075.15,27
334.65,10.32,441739.19,3260079.17,27
331.45,10.27,441716.7,3260084.9,27
561.91,13.37,439237.29,3260087.47,27
853.26,16.48,439499.14,3260095.91,27
987.82,17.73,441983.65,3260087.22,27
543.45,13.15,439219.04,3260124.54,27
453.95,12.02,443766.88,3260106.64,27
913.53,17.05,443706.89,3260106.93,27
425.56,11.64,441991.6,3260127.91,27
265.89,9.2,440646.37,3260144.9,27
32.76,3.23,441535.49,3260144.83,27
1268.31,20.09,441178.24,3260122.6,27
310.72,9.95,443529.28,3260145.17,27
325.03,10.17,440688.98,3260167.97,27
774.17,15.7,443577.37,3260166.19,27
44.81,3.78,441911.34,3260182.26,27
197.86,7.94,442186.88,3260184.29,27
268.83,9.25,441768.85,3260189.6,27
372.84,10.89,440971.08,3260192.78,27
1122.77,18.9,439211.51,3260192.51,27
516.48,12.82,440336.52,3260203.7,27
10.24,1.81,441101.94,3260217.2,27
274.96,9.36,441774.07,3260213.2,27
634.85,14.22,443607.44,3260206.59,27
707.81,15.01,441312.05,3260280.43,27
96.89,5.55,443621.77,3260282.45,27
269.61,9.26,442395.88,3260298.22,27
385.98,11.08,440725.19,3260320.37,27
471.2,12.25,442424.89,3260313.85,27
5083.09,40.22,441723.04,3260297.14,27
36.49,3.41,440835.71,3260362.42,27
745.87,15.41,441339.67,3260365.49,27
862.45,16.57,441284.69,3260352.05,27
718.53,15.12,440863.42,3260509.04,27
977.81,17.64,442279.52,3260568.75,27
93.31,5.45,443630.11,3260896.55,27
82.57,5.13,443631.76,3260911.28,27
507.21,12.71,441994.66,3261604.79,27
457.78,12.07,441559.76,3261606.26,27
1361.05,20.81,441835.35,3261799.19,27
628.01,14.14,441305.09,3261806.09,27
185.77,7.69,441736.03,3261811.75,27
232.7,8.61,441762.09,3261822.65,27
74.94,4.88,441852.78,3261851.75,27
417.24,11.52,441773.52,3261847.1,27
871.94,16.66,443907.24,3261978.77,27
324.33,10.16,443921.9,3262008.31,27
120.27,6.19,441071.11,3262062.16,27
55.3,4.2,441016.79,3262070.41,27
566.97,13.43,438022.08,3262088.83,27
28.88,3.03,441455.91,3262096.05,27
32.52,3.22,441428.4,3262100.06,27
133.37,6.52,438023.91,3262214.37,27
54.93,4.18,438109.09,3262235.81,27
49.19,3.96,438103.19,3262258.27,27
560.98,13.36,441048.97,3262234.56,27
388.55,11.12,438141.04,3262261.32,27
17.03,2.33,440917.27,3262283.74,27
14.51,2.15,440921.47,3262288.72,27
35.29,3.35,440906.26,3262289.48,27
16.23,2.27,440925.58,3262294.07,27
15.8,2.24,440929.66,3262299.11,27
16.16,2.27,440933.61,3262304.37,27
301.38,9.79,441612.25,3262318.95,27
1403.62,21.14,441706.78,3262370.99,27
20.63,2.56,441731.69,3262384.89,27
885.61,16.79,441813,3262378.53,27
18.86,2.45,441723.47,3262420.05,27
363.48,10.76,441706.8,3262420.9,27
303.63,9.83,442100.1,3262423.71,27
657.66,14.47,441918.85,3262424.8,27
22.17,2.66,441836.99,3262445.97,27
802.53,15.98,440771.58,3262462.5,27
659.94,14.49,440740.16,3262497.54,27
14.25,2.13,441864.87,3262527.39,27
53.93,4.14,441845.04,3262530.6,27
397.25,11.24,441957.16,3262522.78,27
310.59,9.94,442168.35,3262598.51,27
673.15,14.64,441412.52,3262628.71,27
420.04,11.56,441156.78,3262650.27,27
410.72,11.43,442199.17,3262649.23,27
763.26,15.59,441270.28,3262660.53,27
688.2,14.8,441070.66,3262667.09,27
332.61,10.29,441707.43,3262738.5,27
192.7,7.83,438046.55,3262782.22,27
218.97,8.35,441576.83,3262782.67,27
864.87,16.59,441655.87,3262789.63,27
53.97,4.14,440943.65,3262807.95,27
167.91,7.31,440987.61,3262841.17,27
486.3,12.44,440283.79,3262854.88,27
30.57,3.12,440190.32,3262874.36,27
454.2,12.02,440230.32,3262867.54,27
34.37,3.31,440176.38,3262878.3,27
325.45,10.18,440368.44,3262875.74,27
31.47,3.16,440162.32,3262882.58,27
29.93,3.09,440137.64,3262888.18,27
359.18,10.69,441061.72,3262870.09,27
36.41,3.4,440123.73,3262892.08,27
325.18,10.17,440332.49,3262886.61,27
32.07,3.2,440109.6,3262896.36,27
486.1,12.44,440982.7,3262885.38,27
480.61,12.37,440073.03,3262902.95,27
133.16,6.51,442028.29,3262896.91,27
412.72,11.46,441016.21,3262901.37,27
236.29,8.67,440358.92,3262915.99,27
311.4,9.96,441715.48,3262911.03,27
248.7,8.9,440328.12,3262925.37,27
213.77,8.25,439977.97,3262929.6,27
31.11,3.15,439957.74,3262969.45,27
382.8,11.04,441724.82,3262964.93,27
35.44,3.36,439977.7,3262991.93,27
33.92,3.29,439965.01,3262995.74,27
35.48,3.36,439953.24,3262999.07,27
94.8,5.49,441314.5,3263000.41,27
444.69,11.9,440048.25,3263005.3,27
33.03,3.24,439999.22,3263016.38,27
33.55,3.27,439987.09,3263020.11,27
358.39,10.68,441873.77,3263007.94,27
384.89,11.07,440264.7,3263031.75,27
478.64,12.34,440120.45,3263048.3,27
386.12,11.09,440251.86,3263057.31,27
237.15,8.69,440189.32,3263085.91,27
345.7,10.49,440243.7,3263085.78,27
15.51,2.22,440194.23,3263119.84,27
16.41,2.29,440182.66,3263122.49,27
26.09,2.88,440156.05,3263127.02,27
25.78,2.86,440135.57,3263133.02,27
64.44,4.53,442137.01,3263223.88,27
67.5,4.64,440774.2,3263267.38,27
262.1,9.13,442045.66,3263270.26,27
190.72,7.79,440616.37,3263298.38,27
319.26,10.08,442077.84,3263296.46,27
619.62,14.04,439673.46,3263309.01,27
64.12,4.52,439350.41,3263346.61,27
377.34,10.96,441272.2,3263337.12,27
480.7,12.37,440700.57,3263345.41,27
1004.38,17.88,439642.53,3263337.39,27
475.19,12.3,440832.21,3263355.39,27
332.68,10.29,440643.52,3263360.83,27
549.05,13.22,440778.41,3263364.82,27
442.87,11.87,440534,3263370.09,27
642.39,14.3,440847.86,3263389.51,27
712.62,15.06,440686.75,3263389.03,27
546.69,13.19,438225.99,3263402.05,27
434.45,11.76,440567.32,3263389.48,27
287.06,9.56,440598.11,3263402.03,27
996.32,17.81,440109.61,3263415.2,27
553.5,13.27,440488.98,3263428.28,27
719.51,15.13,440699.76,3263423.09,27
814.44,16.1,440424.55,3263431.96,27
1151.92,19.15,438504.5,3263452.75,27
222.08,8.41,438253.31,3263464.67,27
1068.63,18.44,440420.27,3263461.97,27
43.25,3.71,441050.99,3263476.9,27
20.63,2.56,438323.43,3263496.61,27
1092.91,18.65,438416.63,3263472.73,27
759.46,15.55,440494.47,3263492.9,27
480.66,12.37,441087.28,3263486.11,27
40.44,3.59,440079.74,3263504.94,27
1176.87,19.35,440419.51,3263497.69,27
522.34,12.89,438294.91,3263501.88,27
425.87,11.64,440361.87,3263496.58,27
820.77,16.16,438047.83,3263511.99,27
204.11,8.06,440222.05,3263512.83,27
294.35,9.68,441075.21,3263508.3,27
533.75,13.03,440495.79,3263532.76,27
1019.41,18.01,440414.16,3263536.89,27
643.67,14.31,440556.33,3263551.1,27
648.01,14.36,440607.48,3263550.95,27
463.13,12.14,440101.36,3263551.37,27
798.52,15.94,440489.03,3263558.69,27
997.81,17.82,440410.54,3263572.11,27
425.39,11.64,440115.05,3263564.89,27
886.24,16.8,438626.92,3263592.97,27
61.45,4.42,438747.4,3263593.94,27
138.52,6.64,438736.17,3263594.05,27
55.28,4.19,438724.33,3263594.72,27
557.29,13.32,440556,3263581.18,27
580.32,13.59,440605.7,3263581.33,27
908.23,17,438551.07,3263601.87,27
1047.35,18.26,440484.5,3263592.55,27
928.22,17.19,440398.11,3263606.41,27
675.24,14.66,440558.96,3263616.51,27
649.45,14.38,440610.83,3263613.91,27
41.2,3.62,440308.5,3263624.79,27
127.31,6.37,438035.04,3263646.19,27
1120.55,18.89,440472.17,3263629.01,27
749.16,15.44,443824.74,3263616.51,27
366.5,10.8,438469.05,3263667.11,27
433.59,11.75,438727.9,3263673.53,27
57.13,4.26,438494.77,3263682.82,27
518.42,12.85,442939.08,3263656.72,27
405.03,11.35,438575.17,3263708.02,27
39.69,3.55,443298.74,3263753.45,27
1380.36,20.96,443756.79,3263719.76,27
328.9,10.23,438154.97,3263792.46,27
174.89,7.46,440033.04,3263799.41,27
245.42,8.84,440050.74,3263801.3,27
516.87,12.83,443291.01,3263801.32,27
92.05,5.41,443177.6,3263871.78,27
437.27,11.8,439072.6,3263894.46,27
468.79,12.22,439966.79,3263901.4,27
269.54,9.26,439122.43,3264001.22,27
23.62,2.74,439133.92,3264025.87,27
310.07,9.93,439168.74,3264048.18,27
139.17,6.66,439193.58,3264068.09,27
340.06,10.4,439142.43,3264072.41,27
259.22,9.08,439073.18,3264078.82,27
36.32,3.4,443873.58,3264062.94,27
41.61,3.64,443871.53,3264081.12,27
44.91,3.78,443956.28,3264089.73,27
41.36,3.63,443920.32,3264090.38,27
42.38,3.67,443884.71,3264090.88,27
201.9,8.02,439137.52,3264125.3,27
1012.38,17.95,439410.38,3264097.5,27
308.84,9.91,439226.55,3264124.36,27
565.43,13.42,438952.25,3264179.35,27
76.42,4.93,439371.2,3264196.52,27
58.85,4.33,439344.3,3264205.37,27
350.44,10.56,438997.62,3264200.75,27
54.18,4.15,439172.89,3264215.51,27
55.26,4.19,439156.63,3264245.53,27
325.73,10.18,439343.72,3264288.36,27
235.43,8.66,439364.72,3264294.45,27
54.76,4.18,438752.5,3264314.01,27
271.85,9.3,439331.11,3264307.05,27
24,2.76,439360.29,3264320.54,27
273.28,9.33,439322.05,3264316.61,27
242.69,8.79,439031.27,3264333.04,27
29.98,3.09,443303.62,3264373.83,27
279.05,9.42,438877.41,3264391.42,27
153.48,6.99,443283.37,3264382.68,27
280.63,9.45,439694.25,3264415.9,27
259.97,9.1,440436.66,3264430.38,27
227.69,8.51,439731.66,3264437.37,27
334.12,10.31,439243.39,3264439.32,27
179.5,7.56,438611.87,3264453.52,27
509.46,12.73,439121.39,3264443.2,27
68.96,4.69,440360.1,3264464.62,27
46.95,3.87,440341.39,3264464.76,27
269.29,9.26,439244.45,3264469.8,27
75.56,4.9,443495.02,3264468.62,27
3981.14,35.6,443636.24,3264429.94,27
672.73,14.63,438174.49,3264512.28,27
573.2,13.51,439894.4,3264507.29,27
44.82,3.78,443487.84,3264520.57,27
938.31,17.28,439924.12,3264544.83,27
370.89,10.87,439957.46,3264564.18,27
686.5,14.78,439378.66,3264584.16,27
570.61,13.48,438740,3264603.26,27
22.15,2.66,439404.37,3264624.17,27
390,11.14,438703.35,3264620.3,27
138.8,6.65,439694.74,3264658.57,27
1823.23,24.09,438872.87,3264648.18,27
429.36,11.69,438679.73,3264680.52,27
2545.7,28.47,438603.57,3264669.15,27
322.9,10.14,443531.66,3264653.96,27
94.1,5.47,438773.18,3264723.91,27
54.59,4.17,443940.87,3264703.76,27
125.84,6.33,438551.16,3264751.34,27
68.41,4.67,443963.58,3264741.33,27
675.66,14.67,438404.05,3264770.6,27
407.21,11.39,438489.68,3264797.56,27
666.54,14.57,438639.89,3264809.36,27
905.31,16.98,439779.51,3264813.63,27
2528.02,28.37,439513.6,3264837.1,27
140,6.68,442908.8,3264835.05,27
225.3,8.47,438042.51,3264869.99,27
234.22,8.63,438003.39,3264868.76,27
70.43,4.73,439273.19,3264871.3,27
397.02,11.24,439249.82,3264898.22,27
418.19,11.54,438243.53,3264929.63,27
251.54,8.95,438239.28,3264969.45,27
6.17,1.4,437993.93,3264969.46,27
203.95,8.06,440026.6,3264973.74,27
168.96,7.33,438194.85,3264993.09,27
375.33,10.93,439701.62,3265005.5,27
415.82,11.5,438261.83,3265026.49,27
303.77,9.83,438830.77,3265019,27
288.61,9.58,442974.95,3264991.72,27
495.85,12.56,442987.68,3264992.77,27
348.75,10.54,443001.46,3264993.62,27
213.29,8.24,439544.98,3265034.81,27
89.63,5.34,440533.89,3265040.64,27
420,11.56,438353.27,3265055.15,27
31.27,3.15,438824.06,3265055.95,27
420.27,11.57,438262.78,3265058.82,27
305.14,9.86,438103.09,3265055.58,27
261.43,9.12,439835.8,3265057.51,27
565.95,13.42,439741.08,3265062.69,27
306.69,9.88,439487.21,3265072.01,27
315.9,10.03,438109.47,3265081.79,27
24.92,2.82,443275.69,3265060.67,27
380.21,11,438266.56,3265086.33,27
104.69,5.77,438839.47,3265083.74,27
31.42,3.16,439144.04,3265086.74,27
299.3,9.76,439888.15,3265089.19,27
393.3,11.19,439849.31,3265095.5,27
83.65,5.16,440550.18,3265111.58,27
983.45,17.69,439662.82,3265109.18,27
466.73,12.19,439404.05,3265119.56,27
258.89,9.08,438386.34,3265130.05,27
4102.68,36.14,439062.76,3265080.99,27
546.27,13.19,439882.44,3265133.99,27
147.72,6.86,439203.78,3265146.41,27
170.14,7.36,438354.21,3265156.77,27
423.96,11.62,440369.45,3265139.56,27
150.16,6.91,438375.52,3265162.02,27
2.04,0.81,439218.34,3265167.08,27
1040.26,18.2,442643.39,3265148.63,27
3.42,1.04,438352.22,3265166.91,27
220.82,8.38,441532.51,3259172.96,30
354.86,10.63,440924.61,3259176.03,30
1318.68,20.49,441326.43,3259185,30
1152.58,19.15,441696.18,3259184.87,30
1298.28,20.33,441238.85,3259204.8,30
17.89,2.39,439405.44,3259245.17,30
565.99,13.42,440436.97,3259338.53,30
1281.22,20.19,442059.62,3259359.56,30
75.07,4.89,438668.44,3259403.12,30
813.2,16.09,441706.35,3259426.03,30
92.78,5.43,438742.6,3259457.82,30
304.65,9.85,441794.4,3259540.08,30
112.97,6,441780.3,3259548.95,30
417.38,11.53,441044.84,3259629.73,30
730.14,15.25,439473.42,3259700.1,30
505.77,12.69,441737.56,3259708.77,30
488.62,12.47,440910.69,3259792.04,30
1253.68,19.98,440111.39,3259780.06,30
654.69,14.44,442653.57,3259794.93,30
25.15,2.83,442768.62,3259809.68,30
24.38,2.79,442736.45,3259834.08,30
655.17,14.44,440946.61,3259844.03,30
14.76,2.17,441013.59,3259872.82,30
1134.77,19.01,438635.87,3259866.36,30
312.34,9.97,441840.78,3259872.33,30
489.19,12.48,440995.41,3259874.86,30
388.55,11.12,441053.98,3259914.92,30
443.9,11.89,441831.73,3259921.81,30
306.82,9.88,439324.05,3259927.78,30
301.09,9.79,441391.56,3259945.17,30
1267.24,20.08,439230.1,3259979.47,30
440.64,11.84,441347.38,3259975.9,30
1410.9,21.19,439288.29,3259984.13,30
362.73,10.75,441241.73,3259987.36,30
1468.52,21.62,441496.98,3259995.24,30
630.27,14.16,442086.15,3260019.96,30
171.23,7.38,441091.69,3260027.57,30
485.63,12.43,441069.11,3260037.19,30
334.91,10.32,441500.15,3260042.87,30
39.17,3.53,441002.72,3260052.43,30
617.48,14.02,439282.64,3260043.68,30
214.68,8.27,441083.57,3260048.46,30
181.4,7.6,441063.19,3260058.49,30
245.64,8.84,441046.93,3260058.9,30
155.65,7.04,443569.81,3260050.51,30
648.42,14.37,441139.92,3260046.74,30
564.87,13.41,441884.88,3260052.21,30
132.05,6.48,441008.93,3260066.95,30
709.11,15.02,441166.5,3260061.77,30
66.89,4.61,441165.22,3260063.12,30
388.92,11.13,441833.58,3260068.11,30
706.53,15,439261.44,3260070.01,30
778.21,15.74,440816.3,3260082.55,30
1750.02,23.6,440735.22,3260088.56,30
624.64,14.1,439281.66,3260117.61,30
621.57,14.07,441484.33,3260142.46,30
240.43,8.75,443690.44,3260152.01,30
1125.54,18.93,439258.79,3260158.9,30
102.56,5.71,441462.58,3260175.49,30
39.61,3.55,440984.05,3260201.23,30
784.38,15.8,441313.4,3260198.16,30
217.86,8.33,441253.72,3260241.63,30
1138.34,19.04,441270.03,3260216.56,30
297.09,9.72,441260.97,3260261.84,30
1458.89,21.55,440504.24,3260250.55,30
564.34,13.4,440442.84,3260286.7,30
527.82,12.96,440429.28,3260305.12,30
343.35,10.45,440409.91,3260316.07,30
283.01,9.49,440446.13,3260346.22,30
35.66,3.37,442296.4,3260363.4,30
45.43,3.8,442306.24,3260363.57,30
714.76,15.08,443377.57,3260418.63,30
734.97,15.3,442441.41,3260465.4,30
55.21,4.19,441067.09,3260543.42,30
1057.03,18.34,438699.07,3260592.72,30
1269.75,20.1,441580.48,3261581.09,30
63.33,4.49,441632.14,3261635.66,30
288.91,9.59,441614.94,3261644.89,30
37.44,3.45,441320.05,3261792.48,30
37.42,3.45,441298.05,3261825.08,30
214.45,8.26,441800.67,3261841.96,30
226.85,8.5,441827.11,3261852.72,30
224.41,8.45,443905.6,3261955.33,30
712.46,15.06,441256.36,3262167.93,30
409.37,11.42,441268.72,3262219.18,30
119.01,6.15,438014.76,3262237.88,30
140.59,6.69,438119.09,3262241.04,30
34.23,3.3,441062.82,3262243.62,30
260.32,9.1,438352.47,3262310.74,30
46.18,3.83,441604.91,3262315.5,30
24.33,2.78,441615.22,3262327.39,30
633.99,14.21,440845.9,3262365.72,30
454.6,12.03,441871.5,3262384.71,30
44.65,3.77,441711.76,3262420.72,30
95.9,5.53,440809.62,3262459.43,30
95.35,5.51,440832.88,3262466.57,30
866.49,16.61,441801,3262437.58,30
33.15,3.25,440756.43,3262496.06,30
33.15,3.25,440727.93,3262508.97,30
1029.45,18.1,441856.58,3262600.08,30
488.55,12.47,440311.39,3262623.91,30
230.52,8.57,440218.24,3262640.58,30
26.23,2.89,441169.8,3262656.46,30
601.93,13.84,441128.37,3262679.96,30
15.83,2.24,438045.54,3262771.5,30
572.17,13.5,441716.86,3262755.08,30
589.12,13.69,441799.67,3262769.33,30
29.72,3.08,440298.75,3262853.58,30
35.5,3.36,440284.8,3262857.4,30
32.29,3.21,440270.72,3262861.65,30
29.51,3.06,440245.69,3262866.07,30
33.21,3.25,440232.02,3262869.73,30
29.68,3.07,440218.09,3262873.74,30
28.32,3,440376.23,3262876.84,30
27.07,2.94,440362.43,3262880.97,30
28.24,3,440340.22,3262887.66,30
18.06,2.4,440989.97,3262886,30
27.64,2.97,440326.51,3262891.83,30
29.18,3.05,440087.61,3262902.02,30
35.23,3.35,440073.74,3262905.62,30
32.15,3.2,440059.69,3262909.93,30
21.1,2.59,440365.09,3262911.36,30
22.76,2.69,440352.6,3262914.96,30
479.11,12.35,440160.3,3262909.48,30
22.8,2.69,440334.38,3262920.48,30
371.11,10.87,440027.66,3262916.11,30
23.32,2.72,440321.87,3262924.31,30
16.55,2.3,439989.1,3262929.47,30
484.71,12.42,440111.54,3262923.19,30
16.97,2.32,439970.73,3262933.25,30
415.62,11.5,441758.59,3262930.24,30
269.72,9.27,441637.85,3262940.31,30
34.5,3.31,439982.89,3262961.82,30
34.33,3.31,439969.33,3262965.78,30
444.18,11.89,440098.3,3262992.35,30
33.83,3.28,440035.9,3263005.67,30
32.6,3.22,440012.34,3263012.59,30
482.81,12.4,440223.86,3263016.69,30
417.52,11.53,441706.62,3263008.25,30
481.89,12.39,440173.38,3263031.77,30
26.53,2.91,440107.71,3263055.31,30
456.26,12.05,440187.34,3263062.58,30
648.94,14.37,441317,3263053.08,30
23.9,2.76,440139.21,3263078.81,30
12.71,2.01,440199.79,3263081.15,30
12.25,1.97,440188.05,3263083.69,30
24.47,2.79,440125.57,3263082.82,30
12.49,1.99,440176.62,3263086.39,30
23.66,2.74,440112.98,3263086.66,30
1048.72,18.27,440716.15,3263071.4,30
12.72,2.01,440141.44,3263096.82,30
12.29,1.98,440130.57,3263099.9,30
12.69,2.01,440119.73,3263102.79,30
12.88,2.02,440206.74,3263117.35,30
47.48,3.89,440830.54,3263263.13,30
179.5,7.56,442060.3,3263259.75,30
20.78,2.57,442035.13,3263272.62,30
46.91,3.86,439688.36,3263295.17,30
37.01,3.43,442079.57,3263299.19,30
133.8,6.53,440072.21,3263311.85,30
130.33,6.44,440050.85,3263306.28,30
499.88,12.61,440828.97,3263317.7,30
648.12,14.36,440764.32,3263330.56,30
51.65,4.05,441258.82,3263338.2,30
60.46,4.39,440091.96,3263345.97,30
61.63,4.43,440055.43,3263347.17,30
723.4,15.17,441441.2,3263337.07,30
710.07,15.03,438356.18,3263381.58,30
275.33,9.36,441137.43,3263380.69,30
63.27,4.49,440093.34,3263399.88,30
644.5,14.32,438288.5,3263409.58,30
639.91,14.27,440782.74,3263407.45,30
285.86,9.54,440628.98,3263418.86,30
705.96,14.99,440495.67,3263459.92,30
236.76,8.68,439949.75,3263474.29,30
413.39,11.47,438440.47,3263533.63,30
467.9,12.2,438407.67,3263540.65,30
405.73,11.36,440085.8,3263534.47,30
1268.84,20.1,443790.17,3263514.3,30
431.67,11.72,438383.35,3263558.49,30
57.54,4.28,440120.06,3263560.14,30
400.1,11.29,438124,3263583.73,30
833.87,16.29,443823.6,3263560.31,30
610.15,13.94,438593.62,3263641.72,30
200.19,7.98,438558.2,3263669.85,30
34.01,3.29,438734,3263672.3,30
642.84,14.3,438385.11,3263666.24,30
290.65,9.62,438691.38,3263674.55,30
649.86,14.38,438509.76,3263676.86,30
378.66,10.98,442948.41,3263653.52,30
803.99,16,443745.4,3263656.47,30
1129.39,18.96,442938.24,3263711.82,30
112.3,5.98,443316.42,3263811.89,30
702.44,14.95,439197.25,3263860.9,30
214.15,8.26,438004.04,3263884.7,30
389.72,11.14,439191.5,3263904.06,30
246.69,8.86,439155.62,3263923.47,30
429.3,11.69,439071.62,3263971.99,30
955.89,17.44,440011.56,3263966.84,30
20.99,2.58,439121.15,3264027.62,30
505.55,12.69,439064.92,3264027.48,30
335.4,10.33,438983.78,3264041.33,30
439.54,11.83,439044.28,3264077.91,30
272.14,9.31,439113,3264082.27,30
365.96,10.79,439045,3264107.85,30
179.79,7.56,439124.04,3264150.12,30
451.76,11.99,439021.64,3264147.1,30
445.68,11.91,439055.75,3264177.85,30
68.69,4.68,439362.05,3264199.6,30
86.9,5.26,439337.23,3264207.28,30
323.79,10.15,439036.77,3264352.62,30
355.89,10.64,439014.5,3264354.51,30
1069.42,18.45,438736.49,3264378.29,30
605.63,13.88,438671.01,3264385.92,30
356.22,10.65,438960.35,3264398.93,30
880.24,16.74,439223.88,3264378.93,30
204.03,8.06,438859.85,3264394.41,30
341.12,10.42,438954.46,3264423.9,30
673.82,14.65,439143.83,3264406.03,30
254.96,9.01,438636.02,3264424.67,30
1982.42,25.12,438730.21,3264420.31,30
43.5,3.72,440402.24,3264455.23,30
61.97,4.44,440382.45,3264461.51,30
859.63,16.54,439880.02,3264476.96,30
36.59,3.41,438664.61,3264502.18,30
68.93,4.68,439884.03,3264509.58,30
499.91,12.61,438706.32,3264507.1,30
545.8,13.18,438769.1,3264505.34,30
27.79,2.97,439957.63,3264568.52,30
32.58,3.22,439346.87,3264583.26,30
166.33,7.28,439373.5,3264582.4,30
234.85,8.65,438715.17,3264613.99,30
48.56,3.93,439810.34,3264626.73,30
1112.4,18.82,438076.17,3264624.37,30
442.3,11.87,438435.19,3264644.13,30
302.99,9.82,438718.45,3264653.35,30
14.73,2.17,439687.23,3264656.29,30
368.03,10.82,438541.45,3264670.83,30
474.32,12.29,438722.26,3264673.81,30
604.65,13.87,439929.56,3264673.18,30
307.06,9.89,439641.06,3264697.06,30
560.29,13.35,438624.82,3264767.25,30
533.53,13.03,438568.72,3264763.48,30
874.86,16.69,438444.72,3264796.03,30
796.36,15.92,438405.89,3264807.39,30
771.75,15.67,438595.2,3264819.58,30
949.07,17.38,439638.5,3264845.53,30
22.34,2.67,438056.95,3264871.87,30
491.87,12.51,438103.94,3264857.31,30
182.73,7.63,439801.67,3264879.78,30
743.87,15.39,438871.38,3264889.85,30
2118.17,25.97,438967.11,3264880.58,30
1272.14,20.12,439298.75,3264922.55,30
302.1,9.81,438175.12,3264969.75,30
257.98,9.06,438224.89,3264986.91,30
647.11,14.35,439449.56,3264997.45,30
255.7,9.02,439855.81,3265019.26,30
260.65,9.11,443009.17,3264995.18,30
227.85,8.52,439881.05,3265023.66,30
376.59,10.95,442980.48,3264991.93,30
384.57,11.06,442994.97,3264993.43,30
531.43,13.01,439857.1,3265040.2,30
451.78,11.99,438217.3,3265050.71,30
58.62,4.32,440544.45,3265059.9,30
497.16,12.58,438854.35,3265041.54,30
23.76,2.75,438097.96,3265085.68,30
481.96,12.39,438195.17,3265094.94,30
335.2,10.33,438464.17,3265140.37,30
89.59,5.34,442658.96,3265139.21,30
90.39,5.36,439703.07,3265166.26,30
128.16,6.39,441454.96,3259171.04,33
661.4,14.51,440991.16,3259184.29,33
363.99,10.76,441701.46,3259208.14,33
996.36,17.81,441424.55,3259198.52,33
1027.88,18.09,441489.72,3259204.65,33
792.13,15.88,440959.79,3259206.63,33
19.51,2.49,439401.59,3259246.42,33
288.12,9.58,441703.2,3259351.44,33
653.3,14.42,441688.3,3259392.32,33
518.92,12.85,439466.42,3259524.28,33
510.65,12.75,439465.55,3259549.75,33
239.57,8.73,441769.62,3259558.93,33
329.72,10.24,441729.79,3259644.86,33
290.63,9.62,441731.6,3259669.68,33
50.66,4.02,443410.58,3259684.48,33
843.02,16.38,443035.7,3259764.89,33
403.17,11.33,440949.06,3259802.5,33
275.62,9.37,440987.26,3259815.35,33
15.65,2.23,440960.53,3259847.56,33
1229.19,19.78,443052.16,3259816.03,33
1278.94,20.18,441786.21,3259817.68,33
420.54,11.57,441025.44,3259857.96,33
227.58,8.51,438807.46,3259925.68,33
1291.99,20.28,441793.98,3259895.78,33
407.32,11.39,440939.84,3259924.81,33
383.86,11.05,440928.31,3259939.96,33
314.37,10,441351.81,3260012.7,33
898.73,16.91,440862.7,3260002.89,33
141.9,6.72,441836.68,3260045.5,33
14.26,2.13,441008.58,3260057.3,33
19.3,2.48,443571.79,3260051.57,33
600.72,13.83,441109.58,3260105.65,33
2048.61,25.54,441334.42,3260112.32,33
376.87,10.95,441282.46,3260120.94,33
759.25,15.55,440807.3,3260133.57,33
1087.72,18.61,441551.96,3260131.02,33
665.63,14.56,441250.03,3260145.87,33
276.92,9.39,440832.17,3260148.68,33
20.76,2.57,443687.52,3260149.97,33
446.84,11.93,440785.56,3260156.1,33
372.19,10.88,440806.2,3260166.78,33
59.54,4.35,442198.14,3260178.64,33
392.84,11.18,440524.05,3260204.15,33
369.84,10.85,440496.29,3260212.64,33
41.99,3.66,443603.84,3260226.75,33
888.86,16.82,440513.1,3260281.31,33
443.4,11.88,443604.39,3260276.75,33
204.87,8.08,443598.47,3260298.01,33
208.66,8.15,443602.62,3260330.38,33
737.05,15.32,440506.35,3260349.31,33
177.16,7.51,442277.71,3260350.4,33
646.17,14.34,440503.36,3260401.97,33
301.65,9.8,440447.88,3260413.36,33
523.57,12.91,442329.96,3260419.02,33
2815.2,29.94,441484.93,3261592,33
781.95,15.78,441776.75,3261735.28,33
